BorrowerOccupation,BorrowerGender,NetMonthlySalary,BorrowerPostalCode,BorrowerDistrict,BorrowerPlanningArea,BorrowerID
SECURITY,F,1792,449273.0,15.0,MARINE PARADE,4244
CLEANER,F,1209,440028.0,15.0,MARINE PARADE,5514
CRAFTS,M,1216,570189.0,20.0,BISHAN,4285
SERVICE,M,1060,461219.0,16.0,BEDOK,7667
SECURITY,M,1782,824256.0,19.0,PUNGGOL,7478
CLERICAL,F,1960,791452.0,28.0,SENGKANG,7730
CLEANER,F,1408,238307.0,9.0,RIVER VALLEY,7940
SERVICE,F,1134,200028.0,8.0,ROCHOR,6210
PLANT AND MACHINE,F,1740,542203.0,19.0,SENGKANG,5745
OTHER,F,1313,258482.0,10.0,TANGLIN,7757
CLERICAL,F,1670,239864.0,9.0,RIVER VALLEY,5355
SERVICE,M,1248,267532.0,10.0,BUKIT TIMAH,4953
SERVICE,F,1393,267440.0,10.0,BUKIT TIMAH,2862
SERVICE,F,1500,258371.0,10.0,TANGLIN,6174
CLERICAL,M,1898,460115.0,16.0,BEDOK,1549
SERVICE,F,1112,768447.0,27.0,YISHUN,7102
SERVICE,M,880,760810.0,27.0,YISHUN,3140
SERVICE,F,1176,319583.0,12.0,TOA PAYOH,7979
SERVICE,M,1414,249591.0,10.0,RIVER VALLEY,3749
PLANT AND MACHINE,M,1382,438051.0,15.0,MARINE PARADE,6480
SERVICE,M,897,466984.0,16.0,BEDOK,4501
CLEANER,M,1657,309978.0,11.0,NOVENA,4526
SERVICE,M,1343,822301.0,19.0,PUNGGOL,7817
SERVICE,F,1066,792404.0,28.0,SENGKANG,4295
SERVICE,F,1216,238257.0,9.0,SINGAPORE RIVER,5056
PLANT AND MACHINE,F,1135,268206.0,10.0,BUKIT TIMAH,4811
CLEANER,F,1247,400033.0,14.0,GEYLANG,5139
PLANT AND MACHINE,M,1578,436925.0,15.0,KALLANG,7196
PLANT AND MACHINE,M,2255,528803.0,18.0,TAMPINES,6443
TECHNICIAN,M,1396,431014.0,15.0,KALLANG,6461
SERVICE,M,1114,238145.0,9.0,RIVER VALLEY,4101
CLEANER,M,1369,269456.0,10.0,BUKIT TIMAH,7625
CLERICAL,M,1895,109700.0,4.0,BUKIT MERAH,7593
PLANT AND MACHINE,M,1211,297820.0,11.0,NOVENA,3518
SERVICE,F,1280,297820.0,11.0,NOVENA,5550
SERVICE,F,1185,308455.0,11.0,NOVENA,6435
CLERICAL,F,1392,440052.0,15.0,MARINE PARADE,3126
CLEANER,F,1118,439945.0,15.0,MARINE PARADE,4248
SECURITY,F,1684,439943.0,15.0,MARINE PARADE,4646
CLEANER,F,1429,359376.0,13.0,SERANGOON,5453
TECHNICIAN,M,1816,269200.0,10.0,BUKIT TIMAH,6338
SECURITY,F,1300,550319.0,19.0,SERANGOON,1077
SERVICE,M,1092,589631.0,21.0,BUKIT TIMAH,2422
SECURITY,F,1760,258357.0,10.0,TANGLIN,6903
CLEANER,M,1633,568426.0,20.0,SERANGOON,4186
SERVICE,F,1132,329215.0,12.0,NOVENA,7155
TECHNICIAN,F,1261,596745.0,21.0,BUKIT TIMAH,7126
PLANT AND MACHINE,F,1418,438399.0,15.0,MARINE PARADE,7119
CLERICAL,M,1847,307467.0,11.0,NOVENA,6613
SERVICE,F,1388,534041.0,19.0,HOUGANG,4243
SERVICE,M,954,680509.0,23.0,CHOA CHU KANG,5361
CLEANER,M,1441,259405.0,10.0,NEWTON,6310
SERVICE,M,1259,426690.0,15.0,GEYLANG,6136
SECURITY,M,2291,455164.0,15.0,BEDOK,7268
CLEANER,M,1400,276750.0,10.0,BUKIT TIMAH,5002
SERVICE,F,1228,465921.0,16.0,BEDOK,5491
SERVICE,F,1322,466170.0,16.0,BEDOK,4704
SECURITY,F,1111,399939.0,14.0,GEYLANG,5505
SERVICE,F,1164,259703.0,10.0,NEWTON,5011
SERVICE,M,1391,109704.0,4.0,BUKIT MERAH,946
CRAFTS,F,1026,249722.0,10.0,ORCHARD,4431
PLANT AND MACHINE,M,1834,320058.0,12.0,NOVENA,6421
SERVICE,F,1179,297987.0,11.0,NOVENA,6015
SERVICE,F,1492,159961.0,3.0,QUEENSTOWN,6527
SERVICE,F,1190,159958.0,3.0,QUEENSTOWN,5313
CLEANER,F,1265,439422.0,15.0,GEYLANG,5213
CLERICAL,M,2219,437901.0,15.0,MARINE PARADE,5064
CLEANER,F,1419,437874.0,15.0,MARINE PARADE,6617
CLERICAL,F,1612,308215.0,11.0,NOVENA,7371
SECURITY,M,1781,118443.0,5.0,QUEENSTOWN,5212
CLEANER,M,1588,228491.0,9.0,ROCHOR,7881
CLEANER,F,1070,828786.0,19.0,PUNGGOL,4384
SECURITY,M,2488,249188.0,10.0,TANGLIN,1485
SERVICE,F,1141,279670.0,10.0,BUKIT TIMAH,5945
SECURITY,M,1989,542299.0,19.0,SENGKANG,5255
SERVICE,M,1266,298187.0,11.0,TOA PAYOH,4117
CLERICAL,F,1341,440061.0,15.0,MARINE PARADE,227
CLEANER,F,1361,757616.0,27.0,SEMBAWANG,5519
SERVICE,M,1204,388133.0,14.0,GEYLANG,4132
CLEANER,M,1126,768099.0,27.0,YISHUN,4869
CLEANER,F,1313,436604.0,15.0,MARINE PARADE,6620
SERVICE,M,1186,823288.0,19.0,PUNGGOL,908
PLANT AND MACHINE,F,1653,518214.0,18.0,PASIR RIS,4047
SECURITY,M,1885,650540.0,23.0,BUKIT BATOK,4334
SERVICE,M,1367,469985.0,16.0,BEDOK,5673
CLEANER,F,1271,289843.0,11.0,BUKIT TIMAH,4642
SERVICE,F,1147,677723.0,23.0,BUKIT PANJANG,179
SERVICE,M,1391,542163.0,19.0,SENGKANG,6561
CLERICAL,F,1799,258343.0,10.0,NEWTON,6279
SERVICE,M,1211,644274.0,22.0,JURONG WEST,4534
CLERICAL,F,1864,259983.0,10.0,TANGLIN,377
SECURITY,M,2203,648319.0,22.0,JURONG WEST,6920
PLANT AND MACHINE,F,1198,276252.0,10.0,BUKIT TIMAH,2435
SECURITY,M,1913,207225.0,8.0,KALLANG,4007
CLERICAL,M,2063,545018.0,19.0,HOUGANG,6160
SERVICE,M,1235,309094.0,11.0,NOVENA,5075
CLERICAL,M,1449,219861.0,8.0,KALLANG,6514
CRAFTS,F,1050,239569.0,9.0,RIVER VALLEY,7182
CLEANER,F,1357,541272.0,19.0,SENGKANG,7025
SERVICE,F,1394,528809.0,18.0,TAMPINES,5926
CLERICAL,F,1981,518770.0,18.0,PASIR RIS,5362
SERVICE,M,1233,458969.0,15.0,BEDOK,6959
CLERICAL,M,1841,449030.0,15.0,BEDOK,6209
CLERICAL,F,2106,789628.0,26.0,ANG MO KIO,4188
SERVICE,M,1171,319582.0,12.0,TOA PAYOH,5263
SERVICE,F,1294,437906.0,15.0,MARINE PARADE,7875
SERVICE,F,1253,259829.0,10.0,TANGLIN,8027
OTHER,M,1412,109698.0,4.0,BUKIT MERAH,2001
SERVICE,M,1054,297965.0,,,5629
SERVICE,M,1166,588178.0,21.0,BUKIT TIMAH,5938
CRAFTS,M,1381,650269.0,23.0,BUKIT BATOK,3044
SECURITY,F,2427,238361.0,9.0,RIVER VALLEY,5058
CLERICAL,F,1712,49712.0,1.0,DOWNTOWN CORE,5202
CRAFTS,F,1073,598751.0,21.0,BUKIT BATOK,6712
SERVICE,F,1256,535131.0,19.0,HOUGANG,7642
PLANT AND MACHINE,F,2086,648318.0,22.0,JURONG WEST,6880
CLERICAL,M,1793,550258.0,19.0,SERANGOON,7076
CLERICAL,M,1568,738209.0,25.0,WOODLANDS,5675
SERVICE,M,1177,738207.0,25.0,WOODLANDS,4108
SECURITY,F,1855,400341.0,14.0,GEYLANG,5357
SERVICE,M,906,400336.0,14.0,GEYLANG,3053
CLEANER,F,908,557324.0,19.0,SERANGOON,2239
CLERICAL,M,2039,439888.0,15.0,MARINE PARADE,5225
SERVICE,F,1407,437885.0,15.0,MARINE PARADE,7745
SERVICE,M,1090,248358.0,10.0,TANGLIN,6618
PLANT AND MACHINE,F,1298,437885.0,15.0,MARINE PARADE,4412
SECURITY,F,1666,437926.0,15.0,MARINE PARADE,4330
SERVICE,M,988,276952.0,10.0,BUKIT TIMAH,6621
SERVICE,F,1395,309776.0,11.0,NOVENA,4262
CRAFTS,F,1480,437434.0,15.0,KALLANG,7843
SERVICE,F,1285,238258.0,9.0,SINGAPORE RIVER,3849
CLEANER,F,1532,560233.0,20.0,ANG MO KIO,5000
CLEANER,F,1338,439967.0,15.0,MARINE PARADE,970
SERVICE,F,1525,544277.0,19.0,SENGKANG,6615
CLERICAL,F,1369,544736.0,19.0,HOUGANG,5689
SECURITY,M,2209,268479.0,10.0,BUKIT TIMAH,7924
PLANT AND MACHINE,M,1713,275018.0,10.0,QUEENSTOWN,5208
SERVICE,F,1085,100060.0,4.0,BUKIT MERAH,5480
SECURITY,F,1916,538686.0,19.0,HOUGANG,6643
CLERICAL,F,1898,217591.0,8.0,KALLANG,6226
SECURITY,F,1972,541201.0,19.0,SENGKANG,6630
SERVICE,F,1189,258461.0,10.0,TANGLIN,8042
SERVICE,M,1176,387394.0,14.0,GEYLANG,4943
CLERICAL,M,1171,399945.0,14.0,GEYLANG,4241
PLANT AND MACHINE,F,1575,248306.0,10.0,TANGLIN,4893
SERVICE,F,1162,309398.0,11.0,NOVENA,7226
CRAFTS,M,1140,469338.0,16.0,BEDOK,3116
CLERICAL,F,1937,309920.0,11.0,NOVENA,2867
SERVICE,F,1172,670133.0,23.0,BUKIT PANJANG,2599
PLANT AND MACHINE,M,1020,528770.0,18.0,TAMPINES,5116
SERVICE,F,1390,429247.0,15.0,MARINE PARADE,7232
PLANT AND MACHINE,M,1580,788650.0,26.0,ANG MO KIO,6030
CLEANER,M,1315,162006.0,3.0,OUTRAM,5719
SERVICE,F,1520,229955.0,9.0,NEWTON,566
SERVICE,F,1207,440044.0,15.0,MARINE PARADE,4406
OTHER,M,1721,118205.0,5.0,QUEENSTOWN,6875
CLEANER,F,1733,259117.0,10.0,TANGLIN,299
SERVICE,M,1288,229955.0,9.0,NEWTON,7802
CLEANER,M,1128,570257.0,20.0,BISHAN,5717
TECHNICIAN,F,1783,238436.0,9.0,RIVER VALLEY,7982
OTHER,F,1480,119001.0,5.0,QUEENSTOWN,6656
TECHNICIAN,F,1671,238309.0,9.0,RIVER VALLEY,5775
SECURITY,M,1830,239569.0,9.0,RIVER VALLEY,7296
SERVICE,F,1263,550317.0,19.0,SERANGOON,6389
CLEANER,F,1295,90012.0,4.0,BUKIT MERAH,4483
CLEANER,F,1291,249570.0,10.0,TANGLIN,4974
SERVICE,F,1183,521894.0,18.0,TAMPINES,7387
CLEANER,F,1262,557144.0,19.0,SERANGOON,7782
CRAFTS,F,1260,823270.0,19.0,PUNGGOL,7741
PLANT AND MACHINE,M,1671,410658.0,14.0,BEDOK,4975
SERVICE,M,1147,613138.0,22.0,JURONG WEST,5394
SECURITY,M,1666,530975.0,19.0,HOUGANG,5123
SERVICE,M,955,257530.0,10.0,TANGLIN,4360
PLANT AND MACHINE,M,994,418315.0,14.0,BEDOK,489
SECURITY,M,1489,436958.0,15.0,GEYLANG,7467
CLEANER,M,1067,247965.0,10.0,BUKIT MERAH,6122
CLEANER,F,992,805740.0,28.0,SERANGOON,5073
SECURITY,M,1724,161058.0,3.0,BUKIT MERAH,8043
SERVICE,M,1159,277228.0,10.0,BUKIT TIMAH,6189
CLEANER,M,1640,389758.0,14.0,GEYLANG,1386
PLANT AND MACHINE,M,1341,278535.0,10.0,BUKIT TIMAH,936
CLEANER,F,1303,289194.0,11.0,BUKIT TIMAH,6935
CLEANER,F,1558,544203.0,19.0,SENGKANG,7252
SERVICE,M,1011,680436.0,23.0,CHOA CHU KANG,6551
SERVICE,M,1297,98650.0,4.0,BUKIT MERAH,1782
SERVICE,M,1162,359070.0,13.0,SERANGOON,4927
CLERICAL,M,1367,98637.0,4.0,BUKIT MERAH,4631
SECURITY,F,1640,270028.0,10.0,QUEENSTOWN,7517
SERVICE,M,1307,458968.0,15.0,BEDOK,6543
SERVICE,F,1476,437880.0,15.0,MARINE PARADE,4403
OTHER,F,1634,128041.0,5.0,CLEMENTI,6411
CLEANER,F,1559,575571.0,20.0,BISHAN,5019
PLANT AND MACHINE,F,1553,760863.0,27.0,YISHUN,4168
SERVICE,F,1456,98625.0,4.0,SOUTHERN ISLANDS,5061
CLERICAL,F,1414,520207.0,18.0,TAMPINES,4789
SERVICE,F,1086,436925.0,15.0,KALLANG,5199
CLERICAL,M,1733,249616.0,10.0,TANGLIN,4075
CLERICAL,F,1775,437083.0,15.0,MARINE PARADE,4799
CLEANER,M,1561,559169.0,19.0,SERANGOON,5754
OTHER,M,1377,238433.0,9.0,RIVER VALLEY,3993
CLERICAL,F,1912,519943.0,18.0,PASIR RIS,7148
SERVICE,F,1267,249616.0,10.0,TANGLIN,7835
CLEANER,M,1028,448908.0,15.0,BEDOK,5692
CLERICAL,M,2310,670623.0,23.0,BUKIT PANJANG,4088
SERVICE,F,1042,520251.0,18.0,TAMPINES,7446
SECURITY,M,1339,436932.0,15.0,KALLANG,7306
SERVICE,M,1382,271022.0,10.0,QUEENSTOWN,5718
PLANT AND MACHINE,F,1696,587977.0,21.0,BUKIT PANJANG,7998
SERVICE,F,1129,579345.0,20.0,BISHAN,6944
SERVICE,F,972,120116.0,5.0,CLEMENTI,5590
SERVICE,M,1337,544988.0,19.0,SENGKANG,3300
CLERICAL,M,2337,570223.0,20.0,BISHAN,4153
CLEANER,F,1311,545044.0,19.0,SENGKANG,6806
TECHNICIAN,M,1628,791410.0,28.0,SENGKANG,5097
CLERICAL,M,1574,809754.0,28.0,ANG MO KIO,4602
PLANT AND MACHINE,F,1943,268439.0,10.0,BUKIT TIMAH,329
CLEANER,F,1162,425781.0,15.0,BEDOK,7933
SERVICE,M,1508,555186.0,19.0,SERANGOON,2406
SERVICE,F,1306,276427.0,10.0,BUKIT TIMAH,4111
CLERICAL,F,1925,640190.0,22.0,JURONG WEST,5771
SERVICE,M,1215,789122.0,26.0,ANG MO KIO,7398
CLERICAL,F,1813,550332.0,19.0,SERANGOON,5690
SERVICE,F,999,436918.0,15.0,KALLANG,5386
SECURITY,M,1984,576878.0,20.0,BISHAN,5920
SECURITY,F,1939,440028.0,15.0,MARINE PARADE,7146
SERVICE,M,1348,449028.0,15.0,BEDOK,2076
CRAFTS,M,1313,98329.0,4.0,SOUTHERN ISLANDS,6550
TECHNICIAN,F,1940,469991.0,16.0,BEDOK,7438
SERVICE,F,1294,424166.0,15.0,BEDOK,4700
PLANT AND MACHINE,M,1645,109690.0,4.0,BUKIT MERAH,913
CLEANER,M,1251,469977.0,16.0,BEDOK,5440
PLANT AND MACHINE,F,1417,808068.0,28.0,SERANGOON,6452
CLERICAL,M,1047,466664.0,16.0,BEDOK,7416
CLERICAL,M,1708,821128.0,19.0,PUNGGOL,5322
CRAFTS,F,965,249764.0,10.0,TANGLIN,6888
CLERICAL,M,1374,558645.0,19.0,SERANGOON,6320
SERVICE,M,1340,541292.0,19.0,SENGKANG,6663
SERVICE,F,1059,308208.0,11.0,NOVENA,3149
CLEANER,F,1307,259385.0,10.0,NEWTON,1159
SERVICE,F,883,550538.0,19.0,SERANGOON,7666
PLANT AND MACHINE,F,1420,120413.0,5.0,CLEMENTI,6490
CLERICAL,M,2072,659245.0,23.0,BUKIT BATOK,6696
CLEANER,M,1356,381121.0,14.0,GEYLANG,1684
SERVICE,M,1013,289853.0,11.0,BUKIT TIMAH,5869
CLEANER,M,905,289851.0,11.0,BUKIT TIMAH,4202
TECHNICIAN,F,1224,249566.0,10.0,TANGLIN,4945
SERVICE,F,1227,469972.0,16.0,BEDOK,7319
CLEANER,M,1017,518207.0,18.0,PASIR RIS,5445
SERVICE,M,962,440061.0,15.0,MARINE PARADE,4515
CLERICAL,F,2012,557324.0,19.0,SERANGOON,5781
SERVICE,F,1187,557323.0,19.0,SERANGOON,6943
CLEANER,M,1450,658074.0,23.0,BUKIT BATOK,7355
CLERICAL,F,2626,689873.0,23.0,CHOA CHU KANG,7014
CRAFTS,F,1222,423728.0,15.0,MARINE PARADE,7669
SERVICE,F,1309,358262.0,13.0,SERANGOON,1890
CLEANER,M,1070,598737.0,21.0,BUKIT BATOK,5051
SERVICE,F,1281,679037.0,23.0,BUKIT PANJANG,5488
CLERICAL,F,2025,98190.0,4.0,SOUTHERN ISLANDS,5540
SERVICE,M,1131,419594.0,14.0,BEDOK,5252
CLERICAL,F,1253,98653.0,4.0,BUKIT MERAH,5701
CLEANER,M,1131,298190.0,11.0,TOA PAYOH,5401
SECURITY,F,1382,289559.0,11.0,BUKIT TIMAH,6518
TECHNICIAN,F,1847,258371.0,10.0,TANGLIN,8060
SERVICE,M,1172,599906.0,21.0,BUKIT TIMAH,7511
CLERICAL,M,1202,437431.0,15.0,KALLANG,7375
PLANT AND MACHINE,M,1502,659765.0,23.0,BUKIT TIMAH,4942
PLANT AND MACHINE,F,2204,98414.0,4.0,BUKIT MERAH,7124
SERVICE,F,1435,760805.0,27.0,YISHUN,3920
SERVICE,F,1197,543295.0,19.0,SENGKANG,6228
OTHER,F,1401,528779.0,18.0,TAMPINES,4373
SERVICE,F,1043,449029.0,15.0,BEDOK,2848
CRAFTS,F,1565,128042.0,5.0,CLEMENTI,1279
TECHNICIAN,M,1272,730634.0,25.0,WOODLANDS,6897
TECHNICIAN,M,1499,309935.0,11.0,NOVENA,6821
CLERICAL,F,1588,822162.0,19.0,PUNGGOL,6335
PLANT AND MACHINE,F,1841,308730.0,11.0,NOVENA,5298
CRAFTS,M,1173,541297.0,19.0,SENGKANG,7095
SECURITY,M,1816,238363.0,9.0,RIVER VALLEY,7370
CLEANER,M,1359,469296.0,16.0,BEDOK,5070
SERVICE,M,1383,142050.0,3.0,QUEENSTOWN,7710
CLEANER,M,1440,440001.0,15.0,MARINE PARADE,4283
SERVICE,F,1303,238591.0,9.0,RIVER VALLEY,8007
TECHNICIAN,F,1239,805540.0,28.0,SERANGOON,5353
CLEANER,M,1377,320001.0,12.0,KALLANG,4506
SERVICE,M,1585,259796.0,10.0,TANGLIN,6386
SERVICE,M,1258,247965.0,10.0,BUKIT MERAH,1047
CLEANER,F,1094,239700.0,9.0,RIVER VALLEY,4604
CLEANER,F,1387,138685.0,5.0,QUEENSTOWN,5289
PLANT AND MACHINE,M,1465,438797.0,15.0,GEYLANG,2153
CLEANER,M,1265,228545.0,9.0,NEWTON,5867
SERVICE,M,1229,670629.0,23.0,BUKIT PANJANG,5977
CLEANER,F,1137,320110.0,12.0,KALLANG,8063
CLEANER,F,1193,570148.0,20.0,BISHAN,7410
SERVICE,F,1304,269196.0,10.0,BUKIT TIMAH,7458
SECURITY,M,2277,425099.0,15.0,MARINE PARADE,6635
SERVICE,M,1191,793472.0,28.0,SENGKANG,5535
SECURITY,F,1569,138642.0,5.0,QUEENSTOWN,7443
CLERICAL,F,1445,640213.0,22.0,JURONG WEST,5330
SERVICE,M,1369,556221.0,19.0,SERANGOON,6996
CLEANER,M,1368,359690.0,13.0,SERANGOON,4173
CLEANER,M,1336,278211.0,10.0,BUKIT TIMAH,7062
CLEANER,F,1633,546726.0,19.0,HOUGANG,6507
OTHER,M,1312,238309.0,9.0,RIVER VALLEY,2883
SERVICE,F,1435,259955.0,10.0,NEWTON,5655
OTHER,F,1130,270015.0,10.0,QUEENSTOWN,3761
CLEANER,M,1441,820118.0,19.0,PUNGGOL,6368
SERVICE,F,1327,589473.0,21.0,BUKIT TIMAH,6759
CLEANER,M,1629,161058.0,3.0,BUKIT MERAH,4785
SERVICE,F,1190,545020.0,19.0,HOUGANG,5103
OTHER,F,1102,449284.0,15.0,BEDOK,4315
SECURITY,M,1662,569765.0,20.0,ANG MO KIO,3117
CRAFTS,M,1310,270406.0,,,4883
SERVICE,M,1288,554983.0,19.0,SERANGOON,6261
SERVICE,M,1249,180264.0,7.0,ROCHOR,6954
CRAFTS,F,1212,399938.0,14.0,GEYLANG,4441
SECURITY,F,1985,98367.0,4.0,SOUTHERN ISLANDS,6565
SECURITY,M,1668,98369.0,4.0,SOUTHERN ISLANDS,2620
PLANT AND MACHINE,F,1251,98657.0,4.0,BUKIT MERAH,6765
PLANT AND MACHINE,F,1410,259293.0,10.0,TANGLIN,6720
CLEANER,M,1592,588343.0,21.0,BUKIT TIMAH,6194
CRAFTS,M,1261,259294.0,10.0,TANGLIN,6800
CLEANER,M,1473,436914.0,15.0,KALLANG,4287
PLANT AND MACHINE,F,1362,239192.0,9.0,RIVER VALLEY,5747
CLERICAL,M,2163,548190.0,19.0,HOUGANG,6448
SERVICE,M,1405,520444.0,18.0,TAMPINES,7732
CLEANER,F,1269,129801.0,5.0,CLEMENTI,6016
CLERICAL,F,1704,596743.0,21.0,BUKIT TIMAH,7739
CLERICAL,M,1298,545550.0,19.0,HOUGANG,5833
SERVICE,M,1193,400033.0,14.0,GEYLANG,2024
SERVICE,F,1260,468444.0,16.0,BEDOK,5984
CLEANER,M,1313,469974.0,16.0,BEDOK,4792
OTHER,M,1324,400035.0,14.0,GEYLANG,6960
CLERICAL,F,1708,100085.0,4.0,BUKIT MERAH,4463
SERVICE,F,1014,239949.0,9.0,RIVER VALLEY,6811
SERVICE,F,1261,437083.0,15.0,MARINE PARADE,7364
SERVICE,M,1213,428228.0,15.0,BEDOK,5065
PLANT AND MACHINE,F,1495,148954.0,3.0,QUEENSTOWN,7518
CLEANER,F,1685,760635.0,27.0,YISHUN,7437
CLERICAL,F,1773,239639.0,9.0,RIVER VALLEY,1466
SERVICE,F,1480,757211.0,27.0,SEMBAWANG,5839
PLANT AND MACHINE,F,1262,249570.0,10.0,TANGLIN,4053
SERVICE,F,955,248478.0,10.0,TANGLIN,127
OTHER,M,1401,542306.0,19.0,SENGKANG,5461
SECURITY,M,2078,544778.0,19.0,HOUGANG,624
PLANT AND MACHINE,F,1292,534063.0,19.0,HOUGANG,7662
PLANT AND MACHINE,M,1169,426323.0,15.0,BEDOK,3685
SECURITY,M,2037,161052.0,3.0,BUKIT MERAH,6515
OTHER,M,1263,329585.0,12.0,NOVENA,6062
SERVICE,M,1129,650297.0,23.0,BUKIT BATOK,5398
CLEANER,F,792,239566.0,9.0,RIVER VALLEY,5015
SERVICE,F,1141,89775.0,2.0,BUKIT MERAH,4065
CLERICAL,M,1696,249616.0,10.0,TANGLIN,7213
SERVICE,M,1075,508647.0,17.0,PASIR RIS,1389
SERVICE,M,1356,238257.0,9.0,SINGAPORE RIVER,2574
SERVICE,F,1324,276308.0,10.0,BUKIT TIMAH,7491
PLANT AND MACHINE,F,1406,248732.0,10.0,TANGLIN,6118
CLERICAL,M,2599,560321.0,20.0,ANG MO KIO,7404
CLERICAL,F,1769,440079.0,15.0,MARINE PARADE,6517
CLERICAL,M,2015,437936.0,15.0,MARINE PARADE,1028
CLERICAL,M,1561,117993.0,5.0,QUEENSTOWN,7208
PLANT AND MACHINE,F,1072,544223.0,19.0,SENGKANG,5919
CLERICAL,M,1588,589484.0,21.0,BUKIT TIMAH,4344
CLERICAL,F,1598,187950.0,7.0,ROCHOR,3315
CLEANER,M,1316,520735.0,18.0,TAMPINES,7702
OTHER,F,1144,249566.0,10.0,TANGLIN,5858
CRAFTS,M,1326,672443.0,23.0,BUKIT PANJANG,7828
OTHER,F,1192,380123.0,14.0,GEYLANG,6462
SERVICE,M,1362,126832.0,5.0,CLEMENTI,7610
SERVICE,M,1400,680115.0,23.0,CHOA CHU KANG,6312
CLERICAL,F,1547,670622.0,23.0,BUKIT PANJANG,2077
PLANT AND MACHINE,M,1433,575728.0,20.0,BISHAN,5437
SERVICE,M,1192,268201.0,10.0,BUKIT TIMAH,6949
OTHER,M,1342,269198.0,10.0,BUKIT TIMAH,7314
SERVICE,M,1065,520934.0,18.0,TAMPINES,7424
SERVICE,M,1058,288843.0,11.0,BUKIT TIMAH,7128
PLANT AND MACHINE,M,1759,788827.0,26.0,ANG MO KIO,2730
SERVICE,F,1365,597539.0,21.0,CLEMENTI,6340
SERVICE,M,1344,277941.0,10.0,BUKIT TIMAH,7912
SERVICE,M,1169,530158.0,19.0,HOUGANG,6689
SERVICE,M,1312,98650.0,4.0,BUKIT MERAH,2689
CLERICAL,M,2227,98203.0,4.0,SOUTHERN ISLANDS,7736
PLANT AND MACHINE,M,1287,117629.0,5.0,QUEENSTOWN,6885
CLERICAL,M,1496,307489.0,11.0,NOVENA,4277
CLEANER,F,798,298127.0,11.0,NOVENA,7274
SERVICE,F,1087,824176.0,19.0,PUNGGOL,7357
SERVICE,M,1084,238274.0,9.0,SINGAPORE RIVER,4524
PLANT AND MACHINE,F,1910,248645.0,10.0,ORCHARD,7379
SERVICE,F,1328,299331.0,11.0,NOVENA,5948
CLEANER,M,1257,540141.0,19.0,SENGKANG,6830
SERVICE,F,1184,267302.0,10.0,BUKIT TIMAH,5384
SERVICE,F,1118,150087.0,3.0,BUKIT MERAH,4623
SERVICE,M,1431,600316.0,22.0,JURONG EAST,1012
CLERICAL,F,1599,556832.0,19.0,SERANGOON,6044
SERVICE,M,967,486346.0,16.0,BEDOK,4607
CLERICAL,M,1661,269174.0,10.0,BUKIT TIMAH,4839
SERVICE,F,1087,649929.0,22.0,JURONG WEST,6012
PLANT AND MACHINE,M,1332,228519.0,9.0,NEWTON,432
PLANT AND MACHINE,F,1847,229954.0,9.0,NEWTON,7986
CLEANER,M,965,648363.0,22.0,JURONG WEST,6649
SERVICE,M,1179,239758.0,9.0,RIVER VALLEY,5580
PLANT AND MACHINE,M,1526,129461.0,5.0,CLEMENTI,6371
CLERICAL,F,2016,542122.0,19.0,SENGKANG,6794
CLERICAL,M,1341,520107.0,18.0,TAMPINES,7790
CRAFTS,F,1472,359185.0,13.0,SERANGOON,6894
OTHER,F,1340,238568.0,9.0,RIVER VALLEY,5566
SERVICE,F,1003,269030.0,10.0,BUKIT TIMAH,4317
CLERICAL,M,1598,649411.0,22.0,JURONG WEST,4112
SERVICE,F,1078,550404.0,19.0,SERANGOON,6142
SERVICE,M,1077,550423.0,19.0,SERANGOON,6290
SERVICE,F,1325,659244.0,23.0,BUKIT BATOK,4222
CLERICAL,F,2017,470621.0,16.0,BEDOK,6892
CLEANER,F,1091,659246.0,23.0,BUKIT BATOK,4496
PLANT AND MACHINE,F,1437,423898.0,15.0,BEDOK,6111
SERVICE,M,1256,159012.0,3.0,BUKIT MERAH,5376
SERVICE,F,1177,288109.0,11.0,BUKIT TIMAH,4742
SERVICE,M,1232,164002.0,3.0,BUKIT MERAH,6282
SECURITY,F,1949,518184.0,18.0,PASIR RIS,4670
CLEANER,M,1147,786910.0,26.0,YISHUN,1495
CLEANER,F,1149,259808.0,10.0,TANGLIN,4375
PLANT AND MACHINE,M,1389,542318.0,19.0,SENGKANG,7417
SERVICE,M,1237,278698.0,10.0,BUKIT TIMAH,7356
CLERICAL,F,1573,562700.0,20.0,ANG MO KIO,183
SERVICE,F,948,530928.0,19.0,HOUGANG,7225
SERVICE,M,1239,120357.0,5.0,CLEMENTI,7789
SERVICE,F,1276,518197.0,18.0,PASIR RIS,7057
SERVICE,M,1121,239435.0,9.0,SINGAPORE RIVER,5367
TECHNICIAN,M,1799,126835.0,5.0,CLEMENTI,5570
CLERICAL,F,1175,518173.0,18.0,PASIR RIS,7145
TECHNICIAN,M,1404,548191.0,19.0,HOUGANG,1690
SERVICE,F,1119,309311.0,11.0,NOVENA,5276
SERVICE,F,1181,439966.0,15.0,MARINE PARADE,7622
SERVICE,M,1089,440001.0,15.0,MARINE PARADE,200
CLERICAL,M,1969,570288.0,20.0,BISHAN,6530
SERVICE,F,1369,109030.0,4.0,BUKIT MERAH,5294
CLEANER,M,1334,440013.0,15.0,MARINE PARADE,5911
